place_id,place_name,place_type,popularity,rating_count,average_rating,budget,keywords
996,"Buddha-Bar, Sahel",['outdoor'],6938,2000,3,808,"['Parenting', 'Dancing', 'Reading', 'Photography', 'Health and fitness', 'Volunteering', 'Music', 'DIY and crafts', 'Technology', 'Travel', 'Cars', 'History and politics', 'Pet lovers']"
835,St. Anthony's Monastery,['indoor'],2512,1000,2.82,1242,"['Food and drink', 'Dancing', 'Sports', 'Fashion', 'Photography', 'Cars', 'Pet lovers', 'Science and nature', 'Technology', 'Gardening', 'Volunteering', 'History and politics', 'Parenting', 'DIY and crafts', 'Reading', 'Travel']"
647,Amaze Egypt - Cairo,['outdoor'],4510,1000,2.54,1816,"['Sports', 'Volunteering', 'Outdoor activities', 'Music', 'Technology', 'Cars', 'Science and nature', 'Travel', 'Gardening', 'Photography', 'Food and drink', 'DIY and crafts', 'Movies and TV', 'Art and culture', 'Reading', 'Dancing', 'Health and fitness', 'History and politics']"
197,Tanta Amusement Park,['outdoor'],4646,2000,3.75,1254,"['Cars', 'Technology', 'Photography', 'Parenting', 'Dancing', 'Movies and TV', 'Health and fitness', 'Reading', 'Fashion', 'Art and culture', 'Science and nature', 'Pet lovers', 'Sports', 'DIY and crafts', 'Food and drink', 'Travel']"
392,Nile Plaza Mall,"['outdoor', 'indoor']",2699,100,4.38,1745,"['Movies and TV', 'Technology', 'History and politics', 'Gardening', 'Volunteering', 'Art and culture', 'Cars', 'Health and fitness', 'Parenting', 'Food and drink', 'DIY and crafts', 'Sports', 'Pet lovers', 'Photography', 'Fashion', 'Reading', 'Travel', 'Outdoor activities', 'Dancing', 'Science and nature']"
690,Pharos Island,"['indoor', 'outdoor']",2280,500,1.26,1387,"['Food and drink', 'Science and nature', 'Outdoor activities', 'Technology', 'Travel', 'Dancing', 'Gardening', 'Volunteering', 'DIY and crafts', 'Parenting', 'Health and fitness', 'Photography', 'Cars', 'Pet lovers', 'Sports', 'Art and culture', 'Fashion']"
385,The Chamber of Secrets Egypt - Cairo,['indoor'],6260,4000,3.37,1917,"['Food and drink', 'Parenting', 'Volunteering', 'Music', 'DIY and crafts', 'Pet lovers', 'Reading', 'Photography', 'Science and nature', 'Cars', 'Health and fitness', 'History and politics', 'Technology', 'Outdoor activities', 'Fashion']"
1000,"El Fishawy, Cairo","['indoor', 'outdoor']",2137,2000,3.68,1147,"['Reading', 'Food and drink', 'Technology', 'Parenting']"
663,"El Horreya, Alexandria",['outdoor'],7513,4000,3.62,883,"['Art and culture', 'Travel', 'Food and drink', 'Photography', 'Reading', 'History and politics', 'Health and fitness', 'Dancing', 'Music', 'Outdoor activities', 'Volunteering', 'Sports', 'Technology']"
274,Mega Mall,"['outdoor', 'indoor']",1723,4000,2.96,1660,"['Reading', 'Photography']"
998,"Pane Vino, Alexandria",['outdoor'],7135,10000,1.86,2130,"['Cars', 'Dancing', 'DIY and crafts', 'Food and drink', 'Gardening', 'Health and fitness']"
546,"The Bakery - Heliopolis, Cairo","['outdoor', 'indoor']",189,3000,4.43,1361,"['Pet lovers', 'Photography', 'Reading', 'Art and culture', 'Science and nature', 'History and politics', 'DIY and crafts', 'Cars', 'Health and fitness', 'Travel', 'Dancing', 'Food and drink', 'Parenting', 'Volunteering', 'Movies and TV', 'Technology', 'Gardening', 'Fashion', 'Outdoor activities']"
559,Dolphin Park,['outdoor'],2867,5000,2.05,329,"['Sports', 'Travel', 'Parenting', 'Science and nature', 'Art and culture', 'History and politics']"
37,Wonderland Park,['indoor'],6534,2000,3.09,114,"['Cars', 'Fashion', 'Dancing', 'Outdoor activities', 'Food and drink', 'Pet lovers', 'Science and nature', 'Sports', 'DIY and crafts', 'Travel', 'Photography', 'Reading', 'Volunteering', 'Parenting']"
261,"Fat Harry's, Cairo","['indoor', 'outdoor']",1830,4000,3.63,1274,"['Music', 'Photography', 'Art and culture', 'Science and nature', 'Health and fitness', 'Food and drink', 'History and politics', 'Outdoor activities', 'Reading', 'Dancing', 'Gardening', 'Fashion', 'Parenting', 'DIY and crafts']"
598,"La Maison Blanche - Heliopolis, Cairo","['indoor', 'outdoor']",8611,5000,2.82,2773,"['Outdoor activities', 'Volunteering', 'Music', 'Cars', 'Art and culture', 'Reading', 'Technology', 'Parenting', 'DIY and crafts', 'Science and nature', 'Gardening', 'History and politics', 'Pet lovers', 'Sports', 'Dancing']"
101,Golden Nile,['outdoor'],1041,5000,2.81,2771,"['Outdoor activities', 'Dancing']"
615,Port Said Lighthouse,['indoor'],7487,5000,4.34,114,"['Outdoor activities', 'Health and fitness', 'Science and nature', 'Food and drink', 'History and politics', 'Photography', 'Technology', 'Music', 'Volunteering']"
804,Seoudi Supermarket,['indoor'],8303,4000,1.31,2517,"['Travel', 'Outdoor activities', 'Health and fitness', 'Gardening', 'Pet lovers', 'Dancing', 'Music', 'Parenting', 'Sports', 'Food and drink', 'Art and culture', 'Movies and TV']"
178,El Dammah Theater - Cairo,['indoor'],9546,5000,1.95,2209,"['Fashion', 'Sports', 'Gardening', 'Parenting', 'Technology', 'Movies and TV', 'Music', 'Cars', 'DIY and crafts', 'Reading', 'Science and nature', 'Pet lovers', 'Dancing', 'Photography', 'History and politics', 'Health and fitness']"
651,Aqua Blu Sharm El Sheikh,"['outdoor', 'indoor']",8731,2000,3.36,1883,"['Outdoor activities', 'Volunteering', 'Health and fitness', 'Music', 'Science and nature', 'Travel', 'Pet lovers', 'Gardening', 'Photography', 'Fashion', 'Art and culture', 'Reading', 'Movies and TV', 'Sports', 'History and politics', 'Parenting', 'DIY and crafts', 'Technology', 'Dancing', 'Food and drink', 'Cars']"
586,Dream Land,['indoor'],9925,100,4.29,2047,"['Science and nature', 'Cars', 'Sports', 'Health and fitness', 'Travel', 'Food and drink', 'Pet lovers', 'Reading', 'Parenting', 'Dancing', 'Gardening', 'Fashion', 'Art and culture', 'History and politics', 'DIY and crafts', 'Photography', 'Technology', 'Volunteering', 'Music', 'Outdoor activities', 'Movies and TV']"
988,Cairo Festival City,['indoor'],2063,2000,1.97,1527,"['Cars', 'Photography', 'History and politics', 'Travel', 'Pet lovers', 'DIY and crafts', 'Fashion', 'Dancing', 'Parenting', 'Music', 'Movies and TV', 'Outdoor activities', 'Technology', 'Art and culture', 'Reading', 'Health and fitness', 'Volunteering']"
769,Heliopolis Sporting Club - Cairo,['indoor'],1270,10000,3.29,359,"['Outdoor activities', 'Technology', 'Travel', 'Parenting', 'Fashion', 'DIY and crafts', 'Photography', 'Dancing', 'Health and fitness', 'Cars', 'Music', 'Reading', 'Volunteering', 'Sports']"
325,Family Land,"['indoor', 'outdoor']",5101,4000,3,676,"['Health and fitness', 'Fashion', 'Cars', 'Science and nature', 'Dancing', 'Music', 'Technology', 'Pet lovers', 'Food and drink', 'Reading', 'DIY and crafts', 'Sports', 'Parenting']"
854,Golden Nile,"['outdoor', 'indoor']",2483,100,4.51,2201,['DIY and crafts']
871,The Italian Cultural Institute - Cairo,['outdoor'],9463,3000,4.25,2413,"['Volunteering', 'Movies and TV', 'Parenting', 'Fashion', 'Gardening', 'Music', 'Science and nature', 'Dancing', 'Food and drink']"
950,Sharm Cliff Park,['indoor'],8534,4000,4.76,2123,"['Sports', 'Art and culture', 'Food and drink', 'Health and fitness', 'Cars', 'Outdoor activities', 'Music']"
425,The Nile Ritz-Carlton - Cairo,"['outdoor', 'indoor']",8485,200,2.89,2348,"['Technology', 'DIY and crafts', 'Outdoor activities', 'Parenting', 'Travel', 'History and politics', 'Reading', 'Science and nature', 'Food and drink', 'Dancing', 'Photography', 'Health and fitness', 'Volunteering', 'Cars', 'Pet lovers', 'Art and culture']"
610,Alexandria City Center,['indoor'],1613,10000,4.76,2455,"['Technology', 'Outdoor activities', 'Parenting', 'Travel', 'Pet lovers', 'Science and nature', 'Movies and TV', 'Volunteering', 'Photography', 'Fashion', 'Gardening', 'Music']"
102,"The Terrace, Cairo","['outdoor', 'indoor']",5600,200,3.03,706,"['History and politics', 'Parenting', 'Science and nature', 'Art and culture', 'Gardening']"
104,Wadi Adventure,['outdoor'],6138,3000,4.05,2190,"['Movies and TV', 'Technology', 'Science and nature', 'Food and drink', 'Sports']"
487,"Fat Harry's, Cairo",['outdoor'],233,4000,4.63,1618,"['Fashion', 'Volunteering', 'Photography', 'Dancing', 'Food and drink']"
25,Siwa Mountain,"['indoor', 'outdoor']",4080,3000,2.86,1976,"['Art and culture', 'Fashion', 'Travel', 'Pet lovers', 'Health and fitness', 'Volunteering', 'DIY and crafts', 'Music', 'Food and drink', 'Gardening', 'Parenting', 'Technology', 'History and politics', 'Cars', 'Sports', 'Science and nature', 'Photography', 'Outdoor activities', 'Reading', 'Dancing']"
923,"T-Spot - Nasr City, Cairo","['outdoor', 'indoor']",275,200,1.61,766,"['History and politics', 'Dancing', 'Gardening', 'Cars', 'Sports', 'Food and drink', 'Photography', 'Science and nature', 'Music', 'Travel', 'Reading', 'Volunteering', 'Health and fitness', 'Pet lovers', 'Parenting', 'DIY and crafts', 'Movies and TV', 'Fashion', 'Technology']"
965,Jolly Ville,['outdoor'],2791,5000,3.79,1120,"['Parenting', 'Gardening', 'Music', 'Reading', 'Outdoor activities', 'Fashion', 'Technology', 'Photography', 'History and politics', 'Cars', 'Dancing', 'Science and nature']"
516,Tivoli Dome,"['outdoor', 'indoor']",120,3000,4.94,2089,"['Dancing', 'Photography', 'Food and drink', 'Music', 'Volunteering', 'Cars', 'Art and culture', 'Parenting', 'Fashion', 'Movies and TV', 'Travel', 'Technology', 'Outdoor activities', 'Pet lovers', 'Science and nature', 'Gardening', 'Health and fitness', 'History and politics']"
80,"Pegasus Lounge Bar, Alexandria",['outdoor'],7653,4000,4.65,325,"['DIY and crafts', 'Volunteering', 'Health and fitness', 'Science and nature', 'Fashion', 'Sports', 'Photography', 'Travel', 'Food and drink']"
47,Panic Room Egypt - Cairo,"['outdoor', 'indoor']",6987,5000,1.24,454,"['Movies and TV', 'Reading', 'Cars', 'Food and drink', 'Music', 'Outdoor activities', 'Pet lovers', 'Art and culture', 'Travel', 'Photography', 'Parenting', 'Gardening', 'Fashion', 'Sports', 'Health and fitness', 'History and politics', 'Technology']"
333,Golden Nile,"['indoor', 'outdoor']",9844,500,3.38,534,"['Health and fitness', 'Dancing', 'DIY and crafts', 'History and politics', 'Music', 'Food and drink', 'Outdoor activities', 'Photography', 'Pet lovers']"
704,"Taht El Saytara, Cairo",['outdoor'],8946,100,1.54,2103,"['Travel', 'Art and culture', 'History and politics', 'Dancing', 'Reading', 'Pet lovers']"
3,Ice Skating Rink,"['outdoor', 'indoor']",421,5000,3.29,1670,"['Music', 'Dancing', 'History and politics', 'Photography', 'Travel', 'Sports', 'Technology', 'Gardening', 'Movies and TV', 'Cars', 'Art and culture', 'Volunteering', 'Science and nature', 'Food and drink', 'Pet lovers', 'Parenting', 'Outdoor activities', 'DIY and crafts', 'Reading', 'Health and fitness', 'Fashion']"
694,Space Sharm El Sheikh,['outdoor'],8424,200,3.29,1026,"['Outdoor activities', 'Science and nature', 'Music', 'Food and drink', 'History and politics', 'DIY and crafts', 'Technology', 'Parenting', 'Dancing', 'Fashion', 'Health and fitness']"
352,The Nile Maxim - Cairo,"['outdoor', 'indoor']",4742,200,4.44,2730,"['Gardening', 'Photography', 'Volunteering', 'Reading', 'Health and fitness', 'DIY and crafts', 'Dancing']"
751,"The Bakery - Heliopolis, Cairo",['indoor'],9609,4000,2.79,2228,"['Art and culture', 'History and politics', 'Music', 'Parenting', 'Outdoor activities', 'Pet lovers']"
118,"Cafeina - New Cairo, Cairo",['outdoor'],1042,10000,2.36,534,"['Art and culture', 'History and politics', 'Sports', 'Gardening', 'Fashion', 'Technology', 'Photography', 'Food and drink', 'Reading', 'DIY and crafts', 'Pet lovers', 'Travel', 'Health and fitness', 'Cars', 'Dancing', 'Music', 'Outdoor activities', 'Science and nature', 'Movies and TV', 'Parenting']"
167,King Tut Aqua Park,"['outdoor', 'indoor']",6968,1000,1.34,1427,['Outdoor activities']
244,"The Coffee House - Maadi, Cairo","['indoor', 'outdoor']",3594,500,2.31,2317,"['Health and fitness', 'Outdoor activities', 'Photography', 'Art and culture', 'Reading', 'Volunteering', 'Travel', 'Movies and TV', 'Technology', 'Sports', 'Food and drink', 'Parenting', 'Science and nature']"
851,Break Egypt - Cairo,['outdoor'],4525,5000,2.15,1436,"['Art and culture', 'Dancing', 'DIY and crafts', 'Parenting', 'Pet lovers', 'Movies and TV', 'Outdoor activities', 'Food and drink', 'Photography', 'Gardening', 'Volunteering', 'Technology', 'Health and fitness', 'Sports', 'Science and nature', 'Fashion', 'Reading', 'Travel', 'History and politics', 'Music']"
39,"Brioche Doree - Cairo Festival City Mall, Cairo",['indoor'],9115,4000,3.27,1316,"['Science and nature', 'Outdoor activities', 'Parenting', 'Food and drink', 'History and politics', 'Reading', 'Dancing', 'Music', 'Cars', 'Technology', 'Movies and TV', 'Health and fitness', 'Pet lovers', 'Travel', 'Art and culture', 'DIY and crafts', 'Volunteering', 'Photography']"
724,Darb 1718 - Cairo,"['indoor', 'outdoor']",324,200,3.4,1160,"['Art and culture', 'Volunteering', 'Parenting', 'Dancing', 'Photography', 'Sports', 'Science and nature', 'Travel', 'Movies and TV', 'Cars']"
464,Al Horreya Park,['outdoor'],6853,4000,3.25,2684,"['DIY and crafts', 'Music', 'Art and culture', 'Sports', 'Dancing', 'Fashion', 'Reading', 'Pet lovers', 'Photography']"
624,"Enab Beirut, Cairo","['outdoor', 'indoor']",2823,100,1.71,1407,"['Reading', 'Science and nature', 'DIY and crafts', 'Technology', 'Gardening', 'Pet lovers', 'Volunteering']"
592,Escape Hour Egypt - Cairo,"['indoor', 'outdoor']",6536,1000,4.19,2580,"['Music', 'Dancing', 'Sports', 'Travel', 'Parenting', 'Technology']"
500,The Sunken City of Heracleion,"['outdoor', 'indoor']",894,2000,2.5,1516,"['Food and drink', 'Dancing', 'Fashion', 'Art and culture', 'Health and fitness', 'Cars', 'Volunteering', 'DIY and crafts']"
294,"Buddha-Bar, Sahel","['outdoor', 'indoor']",7471,2000,4.28,213,"['Movies and TV', 'Photography', 'Art and culture', 'Sports', 'DIY and crafts', 'History and politics', 'Volunteering', 'Outdoor activities', 'Food and drink', 'Technology', 'Fashion', 'Health and fitness', 'Cars', 'Reading']"
613,Swiss Inn Nile Hotel - Cairo,['outdoor'],1170,200,2.94,1361,"['Sports', 'Volunteering', 'Health and fitness', 'Dancing', 'Technology', 'Music', 'Photography', 'Pet lovers', 'Parenting', 'Food and drink', 'DIY and crafts', 'History and politics', 'Gardening', 'Fashion', 'Travel']"
752,"Beano's Cafe - Maadi, Cairo","['outdoor', 'indoor']",5493,100,4.89,2753,"['Outdoor activities', 'Parenting']"
145,Al-Omari Mosque Park,"['outdoor', 'indoor']",8592,4000,1.66,2975,"['Movies and TV', 'DIY and crafts', 'Dancing', 'Parenting']"
170,Citystars - Cairo,['indoor'],6987,10000,2.29,213,"['Dancing', 'DIY and crafts', 'History and politics']"
819,Ice Skating Rink,['outdoor'],7456,1000,3.77,2110,['Music']
348,Mersa Matrouh Beach,"['indoor', 'outdoor']",9871,4000,4.1,2169,"['Health and fitness', 'Photography', 'Music', 'Volunteering', 'Technology', 'Pet lovers', 'Fashion', 'Dancing', 'Movies and TV']"
61,Mega Mall,['outdoor'],5762,4000,1.59,912,"['Reading', 'Fashion', 'Travel', 'Sports', 'History and politics']"
801,Al Madina Park,"['outdoor', 'indoor']",5441,2000,1.77,2736,"['Sports', 'Technology', 'Reading', 'Photography', 'Fashion', 'Parenting', 'Travel', 'Art and culture']"
317,"The Tap Maadi, Cairo","['outdoor', 'indoor']",672,10000,4.4,479,"['Dancing', 'Technology', 'Pet lovers', 'Gardening', 'Sports', 'Movies and TV', 'Photography', 'Volunteering', 'Art and culture', 'Reading', 'Health and fitness']"
795,"Cairo Capital Club, Cairo","['indoor', 'outdoor']",3898,5000,1.08,304,"['Music', 'Dancing', 'Sports', 'Parenting', 'Science and nature', 'Reading', 'Cars', 'Food and drink']"
600,Marassi,['indoor'],9964,100,3.32,848,"['Technology', 'Volunteering', 'Parenting', 'Reading', 'Dancing', 'Photography', 'Sports', 'Fashion', 'Movies and TV']"
139,"Sky Bar, Hurghada",['outdoor'],3516,100,1.43,676,"['Fashion', 'Volunteering', 'Pet lovers', 'Science and nature', 'Art and culture', 'Technology', 'Outdoor activities', 'Movies and TV', 'History and politics']"
750,Hurgada Grand Aquarium,"['indoor', 'outdoor']",568,100,3.79,2584,"['Pet lovers', 'DIY and crafts', 'Dancing', 'Health and fitness', 'Sports', 'Fashion', 'Science and nature', 'Movies and TV', 'Travel', 'Photography', 'History and politics', 'Music', 'Outdoor activities', 'Art and culture', 'Parenting', 'Food and drink', 'Gardening', 'Technology']"
321,"Le Deck, Alexandria","['outdoor', 'indoor']",1953,5000,2,1797,"['Outdoor activities', 'Technology', 'Dancing', 'Food and drink']"
840,"Mince - New Cairo, Cairo",['outdoor'],176,3000,3.75,1288,"['Outdoor activities', 'Music', 'Sports', 'Pet lovers', 'Gardening', 'Travel', 'Technology', 'DIY and crafts', 'Photography', 'Volunteering', 'Art and culture', 'Science and nature', 'Movies and TV', 'Health and fitness', 'Food and drink', 'Reading']"
990,Sun City Mall - Cairo,"['outdoor', 'indoor']",8028,200,2.18,250,"['Food and drink', 'Movies and TV', 'Outdoor activities']"
764,Galleria 40 - Cairo,"['indoor', 'outdoor']",5361,100,1.53,973,"['Movies and TV', 'DIY and crafts', 'Food and drink', 'Parenting']"
502,"Caffe Greco - Heliopolis, Cairo",['indoor'],1746,2000,2.33,1350,['Reading']
26,Escapology Egypt - Alexandria,['outdoor'],6181,5000,3.9,676,['Pet lovers']
407,The British Council - Cairo,"['outdoor', 'indoor']",6358,1000,3.1,1883,"['Technology', 'Volunteering', 'Sports', 'Art and culture', 'Music', 'Gardening', 'Pet lovers']"
953,Hurghada Grand Aquarium,['outdoor'],1361,100,3.65,2114,"['Dancing', 'Travel', 'History and politics', 'Music', 'Art and culture', 'Science and nature', 'Technology']"
779,Jolly Ville,['indoor'],133,2000,4.26,2271,"['Science and nature', 'Photography', 'Parenting', 'Reading', 'Art and culture', 'DIY and crafts', 'Pet lovers', 'Dancing', 'Travel']"
230,"The Tap Maadi, Cairo",['indoor'],2840,100,1.28,2927,"['Food and drink', 'Travel', 'Sports', 'Art and culture', 'DIY and crafts', 'Pet lovers', 'Technology', 'Parenting', 'Dancing', 'Reading', 'Science and nature', 'Music', 'History and politics', 'Photography', 'Cars', 'Volunteering', 'Health and fitness', 'Fashion', 'Outdoor activities', 'Gardening', 'Movies and TV']"
945,The Tap East - New Cairo,"['outdoor', 'indoor']",2079,200,1.79,2722,"['Outdoor activities', 'Food and drink']"
306,Sun City Hurghada,['outdoor'],3917,5000,3.05,519,"['Cars', 'Reading', 'Parenting', 'DIY and crafts', 'Technology', 'Photography', 'Gardening', 'Pet lovers', 'Volunteering', 'Outdoor activities', 'History and politics', 'Science and nature', 'Sports', 'Dancing', 'Health and fitness', 'Art and culture', 'Music', 'Travel', 'Fashion', 'Food and drink', 'Movies and TV']"
184,"Tamarai, Cairo",['outdoor'],8604,4000,3.27,2646,"['Food and drink', 'Music', 'History and politics', 'Travel', 'Cars', 'Photography', 'Technology', 'Sports', 'Fashion', 'Dancing', 'Parenting', 'Pet lovers', 'Health and fitness', 'Science and nature', 'Reading', 'Gardening', 'Volunteering', 'Movies and TV', 'Art and culture']"
221,The Arab Music Institute - Cairo,['outdoor'],4579,500,3.2,1278,"['Travel', 'Movies and TV', 'Cars', 'Gardening', 'Dancing', 'Science and nature', 'Photography']"
127,"The Tap Maadi Street 231, Cairo","['outdoor', 'indoor']",2459,2000,2.73,2715,"['Sports', 'Technology', 'Gardening', 'History and politics', 'Movies and TV']"
417,The Secret Chambers Egypt - Cairo,"['outdoor', 'indoor']",9243,2000,2.84,2613,"['Food and drink', 'Sports', 'Technology', 'Movies and TV', 'Dancing', 'Art and culture', 'Cars', 'Health and fitness', 'History and politics', 'Pet lovers', 'Photography', 'Outdoor activities', 'Gardening', 'Travel', 'DIY and crafts', 'Volunteering', 'Parenting', 'Fashion', 'Music', 'Science and nature']"
253,"Costa Coffee - Citystars Mall, Cairo","['indoor', 'outdoor']",178,5000,1.78,2209,"['Travel', 'Volunteering', 'History and politics', 'Gardening', 'Science and nature', 'Pet lovers', 'Art and culture', 'Movies and TV', 'Technology', 'Music', 'DIY and crafts', 'Photography', 'Dancing', 'Outdoor activities', 'Health and fitness', 'Cars', 'Sports', 'Food and drink', 'Reading']"
136,Exit Egypt - Cairo,"['indoor', 'outdoor']",3665,4000,1.08,774,['Art and culture']
564,Time Lapse Egypt - Cairo,['outdoor'],9860,200,3.39,359,"['Health and fitness', 'Music', 'Parenting', 'Pet lovers', 'Fashion', 'Gardening', 'Science and nature', 'Volunteering', 'Reading', 'Outdoor activities', 'Travel']"
124,"The Bistro, Cairo",['outdoor'],9130,3000,1.62,1753,"['Travel', 'Art and culture', 'Health and fitness', 'Movies and TV', 'Reading', 'Sports', 'Photography', 'Pet lovers']"
220,Mall of Egypt,"['indoor', 'outdoor']",8606,3000,2.53,1696,"['Travel', 'Fashion', 'Food and drink', 'Pet lovers', 'Photography', 'Music', 'Volunteering', 'Gardening', 'Science and nature', 'Parenting', 'Movies and TV', 'Reading', 'DIY and crafts', 'Outdoor activities', 'Health and fitness', 'Sports']"
363,Al Mamoura Beach,['outdoor'],5883,3000,1.01,1034,"['Health and fitness', 'Food and drink', 'Pet lovers', 'DIY and crafts', 'Outdoor activities', 'Movies and TV', 'Cars', 'Volunteering', 'Music', 'Technology', 'History and politics', 'Travel', 'Science and nature', 'Gardening', 'Art and culture', 'Photography', 'Sports', 'Fashion']"
483,Wonderland Park,['outdoor'],4839,2000,1.29,2209,"['Photography', 'Food and drink', 'DIY and crafts', 'Music']"
227,The Great Escape Egypt - Alexandria,['outdoor'],3789,10000,2.07,911,"['Dancing', 'Music', 'History and politics', 'Technology', 'Gardening', 'Pet lovers', 'Outdoor activities', 'Art and culture', 'Science and nature', 'Sports', 'Reading', 'Movies and TV', 'Health and fitness', 'Travel', 'Cars', 'Photography', 'Parenting', 'DIY and crafts', 'Volunteering', 'Food and drink']"
893,Almaza City Center,['indoor'],2275,4000,3.4,392,"['Photography', 'Sports', 'Food and drink', 'Health and fitness', 'Music', 'Parenting', 'Dancing', 'Technology', 'Science and nature', 'Volunteering', 'Art and culture', 'Movies and TV', 'Gardening', 'Reading', 'History and politics', 'Outdoor activities', 'Fashion']"
86,Hurgada Grand Aquarium,['indoor'],4876,4000,4.41,510,"['Food and drink', 'Outdoor activities', 'Science and nature', 'History and politics', 'Parenting', 'Cars', 'DIY and crafts', 'Photography', 'Gardening', 'Travel', 'Volunteering', 'Health and fitness', 'Music', 'Movies and TV', 'Reading']"
739,The Escape Room Egypt - El Gouna,"['indoor', 'outdoor']",9759,5000,4.73,1993,"['History and politics', 'Science and nature', 'Pet lovers', 'DIY and crafts', 'Technology', 'Gardening', 'Movies and TV', 'Reading', 'Fashion', 'Photography', 'Volunteering', 'Cars', 'Music', 'Outdoor activities', 'Art and culture', 'Health and fitness', 'Travel']"
265,"9 Lounge, Cairo","['outdoor', 'indoor']",8520,200,2.44,1572,"['History and politics', 'Photography', 'DIY and crafts', 'Movies and TV', 'Cars', 'Dancing', 'Music', 'Science and nature', 'Gardening', 'Food and drink', 'Sports', 'Parenting', 'Travel', 'Fashion', 'Reading', 'Health and fitness', 'Art and culture', 'Outdoor activities', 'Volunteering', 'Pet lovers', 'Technology']"
397,Escapology Egypt - Alexandria,"['outdoor', 'indoor']",8429,500,2.77,2778,"['Gardening', 'Travel', 'DIY and crafts', 'Parenting', 'Sports', 'Science and nature', 'Movies and TV', 'Cars', 'Volunteering', 'Pet lovers', 'Outdoor activities', 'Music', 'Health and fitness', 'Reading', 'History and politics', 'Photography', 'Food and drink', 'Art and culture']"
45,Saint Catherine's Monastery,['indoor'],1563,1000,2.01,364,"['Movies and TV', 'Sports', 'Art and culture', 'DIY and crafts', 'Pet lovers', 'Travel', 'Volunteering', 'Fashion', 'Science and nature', 'History and politics', 'Gardening', 'Photography', 'Music']"
691,"Cap d'Or, Alexandria",['indoor'],2922,4000,3.34,1986,"['Gardening', 'Outdoor activities', 'Fashion', 'DIY and crafts', 'Photography', 'Reading', 'Travel', 'Sports', 'Dancing', 'History and politics', 'Health and fitness', 'Movies and TV', 'Food and drink', 'Technology', 'Art and culture', 'Music', 'Cars', 'Pet lovers', 'Parenting']"
787,Jungle Park,"['indoor', 'outdoor']",4818,3000,4.62,766,"['Movies and TV', 'Gardening', 'Music', 'Pet lovers', 'Sports', 'Travel', 'Dancing']"
672,Osiris - Cairo,['indoor'],8887,10000,4.41,1986,"['Technology', 'Movies and TV', 'Health and fitness', 'Dancing']"
