User ID,Hangout Place,Date,Time,Number of People
545,Madinaty City,2022-04-14 18:00:00,18:00:00,3
713,Phobia Egypt - Cairo,2023-01-12 01:00:00,01:00:00,8
390,Darb 1718 - Cairo,2022-02-03 05:00:00,05:00:00,5
657,"Nozha Beach Club, Alexandria",2022-01-13 17:00:00,17:00:00,6
933,Festival City Mall - Cairo,2022-01-28 13:00:00,13:00:00,4
976,Cairo Jazz Festival - Cairo,2021-12-16 07:00:00,07:00:00,9
400,Al Zohour Club,2021-08-05 02:00:00,02:00:00,9
935,Giza Zoo,2021-11-23 04:00:00,04:00:00,2
155,"Gourmandise - Zamalek, Cairo",2021-09-26 06:00:00,06:00:00,1
622,Sphinx Park,2022-08-19 01:00:00,01:00:00,3
399,Sun City Mall,2021-11-20 19:00:00,19:00:00,5
393,"The Greek Campus, Cairo",2022-09-01 16:00:00,16:00:00,8
1,"Bamboo Beach, Hurghada",2022-03-27 17:00:00,17:00:00,8
71,Breakout Egypt - Alexandria,2022-08-05 17:00:00,17:00:00,8
186,"Cafe Supreme - Maadi, Cairo",2022-01-11 00:00:00,00:00:00,7
864,Escape Egypt - Alexandria,2022-08-27 02:00:00,02:00:00,1
683,Festival City Mall - Cairo,2022-03-26 21:00:00,21:00:00,7
269,Oyoun Mousa,2022-04-30 05:00:00,05:00:00,8
664,Golden Nile,2021-07-18 06:00:00,06:00:00,1
477,"Gourmandise - Zamalek, Cairo",2021-12-29 10:00:00,10:00:00,4
807,Panic Station Egypt - Cairo,2022-07-31 20:00:00,20:00:00,8
455,"Caffe Greco - Dokki, Cairo",2022-09-09 04:00:00,04:00:00,2
961,Escape the Crate Egypt - Cairo,2022-11-23 13:00:00,13:00:00,6
66,"Espresso Lab - Maadi, Cairo",2022-05-07 11:00:00,11:00:00,10
160,Tivoli Dome,2021-09-17 18:00:00,18:00:00,7
763,Saint Catherine's Monastery,2022-11-14 19:00:00,19:00:00,9
24,The Japan Foundation - Cairo,2022-12-23 08:00:00,08:00:00,2
576,"Cafe Supreme - Maadi, Cairo",2022-05-19 06:00:00,06:00:00,2
511,Insomnia Egypt - Cairo,2021-09-11 08:00:00,08:00:00,9
297,Wadi Degla Sporting Club - Cairo,2021-12-22 15:00:00,15:00:00,9
896,Madinaty City,2022-02-27 19:00:00,19:00:00,1
192,El Sokhna Port,2022-03-18 09:00:00,09:00:00,7
452,"Terrace Cafe & Bar, Cairo",2022-04-08 07:00:00,07:00:00,8
362,Insomnia Egypt - Cairo,2022-12-06 04:00:00,04:00:00,5
510,Phobia Egypt - Cairo,2023-02-01 02:00:00,02:00:00,5
376,Find Your Way Egypt - Cairo,2022-06-09 19:00:00,19:00:00,9
991,Mini Egypt Park,2022-12-22 21:00:00,21:00:00,5
837,"The Lodge Bar, Alexandria",2022-08-05 16:00:00,16:00:00,8
638,Ras El-Soda Beach,2022-02-12 15:00:00,15:00:00,5
797,"Cafe Supreme - Zamalek, Cairo",2021-07-29 21:00:00,21:00:00,1
952,"Second Cup - Mall of Egypt, Giza",2021-09-14 19:00:00,19:00:00,3
737,The Tap Maadi - Cairo,2022-07-23 16:00:00,16:00:00,9
940,El Dammah Theater - Cairo,2022-08-15 00:00:00,00:00:00,2
298,"Les Amis, Cairo",2021-08-07 00:00:00,00:00:00,3
877,Al Andalus Park,2022-10-19 08:00:00,08:00:00,10
339,Royal Maxim Palace Kempinski Cairo - Cairo,2022-11-30 07:00:00,07:00:00,1
110,Aqua Park Sokhna,2021-12-17 10:00:00,10:00:00,7
418,The Park Mall,2023-01-15 05:00:00,05:00:00,3
884,"Buddha-Bar, Cairo",2022-06-10 14:00:00,14:00:00,8
812,"Les Amis, Cairo",2022-12-20 19:00:00,19:00:00,1
177,UpTown Mall,2022-12-22 08:00:00,08:00:00,6
327,Marassi,2022-12-29 04:00:00,04:00:00,2
117,"Gouna Yacht Club, Hurghada",2021-09-24 12:00:00,12:00:00,8
141,Giza Plateau,2022-04-04 18:00:00,18:00:00,6
215,"Caffè Greco - Downtown, Cairo",2022-12-26 11:00:00,11:00:00,2
889,The Chamber Egypt - Cairo,2022-10-18 23:00:00,23:00:00,5
699,Magic Land,2022-01-22 08:00:00,08:00:00,3
826,Magic Galaxy,2021-12-15 19:00:00,19:00:00,10
659,Escape Egypt - Alexandria,2022-02-25 12:00:00,12:00:00,3
979,Al Andalus Park,2022-11-14 05:00:00,05:00:00,7
463,Lock'n'Load Egypt - Cairo,2022-07-22 17:00:00,17:00:00,7
297,"The Backyard, Cairo",2022-06-26 15:00:00,15:00:00,4
467,Festival City Mall,2022-08-01 12:00:00,12:00:00,7
489,El Fayoum Oasis,2023-01-13 15:00:00,15:00:00,2
573,Pyramids Park Resort Cairo - Cairo,2021-11-08 04:00:00,04:00:00,5
652,"Caffeine - Dokki, Cairo",2022-07-07 06:00:00,06:00:00,2
594,Magic Land,2022-11-05 20:00:00,20:00:00,7
764,Cairo Jazz Club - Cairo,2022-09-27 07:00:00,07:00:00,8
593,El Ein El Sokhna,2022-06-19 14:00:00,14:00:00,7
704,Ras Mohamed National Park,2022-03-27 09:00:00,09:00:00,8
914,The Sunken City of Heracleion,2021-10-23 20:00:00,20:00:00,10
364,Find Your Way Egypt - Cairo,2022-04-29 12:00:00,12:00:00,9
597,Dunkin' Donuts - Multiple locations in Cairo,2021-11-22 13:00:00,13:00:00,2
371,Hurghada Grand Aquarium,2022-09-15 10:00:00,10:00:00,6
611,El Nabatat Island,2022-11-23 15:00:00,15:00:00,4
3,Al-Masah Hotel and Spa,2021-09-30 00:00:00,00:00:00,7
31,Bibliotheca Alexandrina - Alexandria,2022-03-22 08:00:00,08:00:00,4
247,Giza Zoo,2022-11-07 17:00:00,17:00:00,7
483,Funtasia Water Park,2022-03-14 07:00:00,07:00:00,8
64,"The Tipsy Teapot, Cairo",2022-06-18 10:00:00,10:00:00,10
384,Beit El Sennari - Cairo,2022-04-07 02:00:00,02:00:00,5
255,Tiba Outlet Mall,2021-09-20 22:00:00,22:00:00,3
251,The Platform - Cairo,2023-01-06 02:00:00,02:00:00,8
940,The Nile Ritz-Carlton - Cairo,2022-09-07 05:00:00,05:00:00,2
874,"Sabai Sabai, Cairo",2022-01-08 09:00:00,09:00:00,1
11,Lock'n'Load Egypt - Cairo,2022-02-23 04:00:00,04:00:00,10
513,Al-Galala Mountain,2022-03-04 18:00:00,18:00:00,9
458,"Costa Coffee - Citystars Mall, Cairo",2022-12-26 14:00:00,14:00:00,4
26,"La Poire Cafe - Nasr City, Cairo",2022-04-15 04:00:00,04:00:00,10
169,"Gouna Yacht Club, Hurghada",2021-12-19 01:00:00,01:00:00,2
203,Xcape Egypt - Cairo,2021-09-29 04:00:00,04:00:00,6
701,Le Méridien Pyramids Hotel & Spa - Cairo,2022-03-05 23:00:00,23:00:00,10
61,The Nile Maxim - Cairo,2022-08-06 12:00:00,12:00:00,3
989,Jolly Ville,2022-09-15 18:00:00,18:00:00,10
111,Aswan High Dam,2022-11-10 05:00:00,05:00:00,4
301,Cairo International Park,2022-05-31 16:00:00,16:00:00,8
279,"Les Amis, Cairo",2022-04-05 16:00:00,16:00:00,4
502,Hurgada Grand Aquarium,2022-07-13 01:00:00,01:00:00,6
560,Shooting Club - Cairo,2021-07-23 00:00:00,00:00:00,1
744,Al Khazan Park,2022-12-18 21:00:00,21:00:00,10
54,"The Lodge, Cairo",2022-08-19 11:00:00,11:00:00,1
478,Sky Water Park,2021-10-11 11:00:00,11:00:00,6
307,Mersa Matrouh Beach,2021-10-19 01:00:00,01:00:00,9
146,"Delice - Heliopolis, Cairo",2021-12-08 11:00:00,11:00:00,2
246,Fjord Bay,2022-02-22 17:00:00,17:00:00,4
162,Escape Artist Egypt - Cairo,2022-12-05 02:00:00,02:00:00,4
941,Escape Egypt - Alexandria,2021-10-14 01:00:00,01:00:00,4
992,Hadaba Aqua Park,2022-08-16 10:00:00,10:00:00,9
884,"The Smokery, Cairo",2021-11-03 22:00:00,22:00:00,3
666,The Vault Egypt - Cairo,2022-01-30 21:00:00,21:00:00,10
320,"Espresso Lab - Maadi, Cairo",2021-08-17 12:00:00,12:00:00,7
484,"Cafe Supremo - New Cairo, Cairo",2022-08-11 20:00:00,20:00:00,10
469,"The Bistro, Cairo",2022-07-21 15:00:00,15:00:00,10
9,"Amici Bar & Grill, Cairo",2021-08-15 05:00:00,05:00:00,8
339,Mall of Egypt,2022-11-13 02:00:00,02:00:00,2
258,The Chamber of Secrets Egypt - Cairo,2023-01-17 06:00:00,06:00:00,5
389,The Halls Egypt - Cairo,2022-08-13 12:00:00,12:00:00,8
132,"The Tap Maadi, Cairo",2022-02-24 20:00:00,20:00:00,5
212,Maadi City Center,2022-10-10 18:00:00,18:00:00,1
672,Escapers Egypt - Cairo,2021-07-18 13:00:00,13:00:00,8
563,The Coven Egypt - Cairo,2021-08-02 08:00:00,08:00:00,6
75,"Pegasus Lounge Bar, Alexandria",2022-07-12 03:00:00,03:00:00,5
895,Sharm Cliff Park,2021-12-21 23:00:00,23:00:00,3
32,"The Lodge Bar, Alexandria",2022-12-26 10:00:00,10:00:00,4
21,Panic Station Egypt - Cairo,2022-09-17 16:00:00,16:00:00,5
178,"The Smokery Beach, Alexandria",2021-10-22 05:00:00,05:00:00,8
377,Alex Park,2022-04-24 09:00:00,09:00:00,10
973,Fun City,2023-01-02 06:00:00,06:00:00,2
226,Soho Square Sharm El Sheikh,2022-10-24 04:00:00,04:00:00,7
616,The Room Egypt - Giza,2022-10-06 21:00:00,21:00:00,10
480,Aladin Park,2022-10-21 04:00:00,04:00:00,5
810,Mersa Matrouh Beach,2022-11-26 10:00:00,10:00:00,6
978,The Escape Room Egypt - Cairo,2022-05-10 16:00:00,16:00:00,6
298,Kempinski Nile Hotel - Cairo,2022-02-26 07:00:00,07:00:00,9
58,"6IX Degrees, Cairo",2021-11-10 20:00:00,20:00:00,9
433,El Genaina Theatre - Cairo,2022-03-24 04:00:00,04:00:00,8
133,Shooting Club - Cairo,2022-04-10 01:00:00,01:00:00,7
295,"Left Bank, Cairo",2021-07-30 12:00:00,12:00:00,1
251,Mega Mall,2022-04-10 12:00:00,12:00:00,5
761,Mall of Egypt,2022-02-22 19:00:00,19:00:00,8
163,Cairo Festival City,2022-12-09 01:00:00,01:00:00,9
662,Family Land,2021-10-13 18:00:00,18:00:00,10
744,"Delice - Heliopolis, Cairo",2022-07-10 07:00:00,07:00:00,10
764,The Key Egypt - Cairo,2021-12-05 19:00:00,19:00:00,2
449,Fun City,2021-10-16 14:00:00,14:00:00,7
56,"Coffee Republic - Maadi, Cairo",2022-03-30 08:00:00,08:00:00,6
346,Breakout Egypt - Alexandria,2022-03-31 21:00:00,21:00:00,5
490,"The Greek - Heliopolis, Cairo",2022-05-26 22:00:00,22:00:00,6
465,Al-Qaaed Park,2022-12-15 08:00:00,08:00:00,9
218,Escape Artist Egypt - Cairo,2022-04-22 10:00:00,10:00:00,9
250,Cleopark,2021-08-18 09:00:00,09:00:00,9
578,Siwa Oasis,2022-08-21 09:00:00,09:00:00,9
801,Fustat Park,2021-10-18 14:00:00,14:00:00,7
723,Escape House Egypt - Cairo,2022-10-05 20:00:00,20:00:00,7
325,"Bamboo Beach, Hurghada",2021-08-07 12:00:00,12:00:00,1
120,"El Beit - Zamalek, Cairo",2022-08-06 04:00:00,04:00:00,9
203,"Felfela - Downtown, Cairo",2023-01-18 12:00:00,12:00:00,5
510,Hilton Cairo Zamalek Residences - Cairo,2021-12-09 03:00:00,03:00:00,6
421,Hurghada Beach,2022-10-06 20:00:00,20:00:00,9
852,Al-Obour City Park,2022-10-28 10:00:00,10:00:00,10
369,Escape It Egypt - Alexandria,2022-12-24 01:00:00,01:00:00,5
154,El Gomhoreya Theatre - Cairo,2021-12-09 21:00:00,21:00:00,8
369,Titanic Beach Spa & Aqua Park,2023-01-02 08:00:00,08:00:00,2
277,Aqua Park City,2023-01-05 17:00:00,17:00:00,8
537,Escape Hour Egypt - Cairo,2022-06-27 14:00:00,14:00:00,1
149,"The GrEEK Campus - Tahrir Square, Cairo",2022-09-16 17:00:00,17:00:00,2
864,Happy Dolphin,2021-10-03 18:00:00,18:00:00,2
866,Porto Marina Resort and Spa,2022-02-12 12:00:00,12:00:00,4
453,"The Tap West, Cairo",2022-09-20 23:00:00,23:00:00,8
727,Breakout Egypt - Cairo,2021-09-25 08:00:00,08:00:00,7
375,Mind Maze Egypt - Cairo,2021-10-05 03:00:00,03:00:00,8
536,"Panorama Cafe - Downtown, Cairo",2022-10-17 16:00:00,16:00:00,2
620,Xscapology Egypt - Cairo,2021-12-20 16:00:00,16:00:00,3
666,"Grand Cafe - Zamalek, Cairo",2022-09-01 16:00:00,16:00:00,7
10,Happy Dolphin,2021-10-21 00:00:00,00:00:00,2
482,Jungle Park,2022-07-26 13:00:00,13:00:00,10
736,Time Lapse Egypt - Cairo,2023-01-30 19:00:00,19:00:00,9
599,"The Bistro, Cairo",2021-10-26 11:00:00,11:00:00,5
297,Galleria 40 - Cairo,2022-11-24 23:00:00,23:00:00,8
956,"Paul Bakery & Cafe - Nile City Towers, Cairo",2022-08-27 09:00:00,09:00:00,8
853,Sun Aqua Park,2022-09-10 15:00:00,15:00:00,9
814,Dream Park,2022-01-27 00:00:00,00:00:00,9
191,Shooting Club - Cairo,2021-09-30 02:00:00,02:00:00,9
536,The Waterway New Cairo - Cairo,2021-09-04 11:00:00,11:00:00,8
762,"Caffeine - Dokki, Cairo",2022-01-15 17:00:00,17:00:00,4
361,Breakout Egypt - Sharm El Sheikh,2021-08-28 00:00:00,00:00:00,9
665,The American University in Cairo - Cairo,2022-12-02 08:00:00,08:00:00,3
249,Xscapology Egypt - Cairo,2022-11-13 16:00:00,16:00:00,1
323,El Tanboura Hall - Cairo,2022-11-08 01:00:00,01:00:00,1
572,"Deck 35, Alexandria",2022-05-09 00:00:00,00:00:00,2
915,Al Khazan Park,2022-02-12 13:00:00,13:00:00,2
312,"Caribou Coffee - Downtown Mall, Cairo",2021-08-26 00:00:00,00:00:00,9
708,Al-Quds Park,2022-11-18 20:00:00,20:00:00,9
331,Citadel of Qaitbay,2022-04-17 07:00:00,07:00:00,8
98,"The Corner - Mohandeseen, Cairo",2021-08-08 03:00:00,03:00:00,10
902,"The Tap West, Cairo",2022-06-30 16:00:00,16:00:00,6
46,Sphinx Park,2022-01-06 08:00:00,08:00:00,9
470,Pharaoh's Curse Escape Room - Cairo,2021-12-28 01:00:00,01:00:00,6
564,Al-Azhar Park,2022-11-11 21:00:00,21:00:00,6
298,Al Horreya Park,2021-10-28 09:00:00,09:00:00,4
992,"New Marina, El Gouna",2023-01-30 15:00:00,15:00:00,9
833,The Waterway New Cairo - Cairo,2021-07-19 06:00:00,06:00:00,8
795,Madinaty City,2022-08-15 10:00:00,10:00:00,10
164,"Coffee Beanery - Cairo Festival City Mall, Cairo",2022-07-22 15:00:00,15:00:00,9
43,Madinaty City,2022-10-14 12:00:00,12:00:00,1
942,The Grand Mall,2022-09-20 04:00:00,04:00:00,10
370,Al-Fayoum Oasis,2022-12-21 23:00:00,23:00:00,9
978,The British Council - Cairo,2022-02-14 19:00:00,19:00:00,3
393,"Caffe Greco - Dokki, Cairo",2022-11-05 05:00:00,05:00:00,9
174,Al-Rahmaniyah Park,2021-10-23 02:00:00,02:00:00,6
32,Xroomz Egypt - Cairo,2022-03-15 18:00:00,18:00:00,3
19,Crazy Water Park,2022-01-10 08:00:00,08:00:00,1
671,Nubian Village,2022-08-18 02:00:00,02:00:00,6
360,El Sokhna Port,2023-01-26 23:00:00,23:00:00,1
60,Al Kholafaa Al Rashedeen Mosque Park,2023-01-13 13:00:00,13:00:00,3
398,The Key Egypt - Alexandria,2021-12-31 02:00:00,02:00:00,2
907,Siwa Mountain,2022-11-16 13:00:00,13:00:00,7
197,Al-Obour City Park,2023-01-17 18:00:00,18:00:00,7
658,El Ein El Sokhna,2022-07-10 20:00:00,20:00:00,4
948,Questopia Egypt - Cairo,2022-01-09 23:00:00,23:00:00,1
45,"Coffee Beanery - Cairo Festival City Mall, Cairo",2022-02-28 06:00:00,06:00:00,10
852,"Cilantro - Maadi, Cairo",2022-08-08 08:00:00,08:00:00,4
852,"Harry's Pub, Cairo",2021-12-21 12:00:00,12:00:00,8
9,Dandy Mega Mall - Cairo,2022-02-11 15:00:00,15:00:00,8
161,"Trianon Cafe - Maadi, Cairo",2022-06-15 13:00:00,13:00:00,6
681,Borg El Arab Stadium - Alexandria,2023-01-23 11:00:00,11:00:00,6
858,"La Plage, Alexandria",2021-09-10 00:00:00,00:00:00,10
758,The Nile Corniche,2021-08-18 17:00:00,17:00:00,5
920,Nile City Towers,2021-08-17 08:00:00,08:00:00,6
222,Citystars - Cairo,2021-11-06 13:00:00,13:00:00,6
135,"El Fishawy, Cairo",2022-08-25 13:00:00,13:00:00,7
350,"Le Chantilly - Heliopolis, Cairo",2022-07-07 19:00:00,19:00:00,1
300,Cairo International Stadium - Cairo,2022-10-04 09:00:00,09:00:00,10
783,"The Cellar, Cairo",2022-01-29 18:00:00,18:00:00,4
934,Makadi Aqua Park,2023-01-09 10:00:00,10:00:00,4
948,Beit El Sennari - Cairo,2021-10-24 03:00:00,03:00:00,4
213,Adventure Land,2021-12-12 19:00:00,19:00:00,7
737,Nile City Towers,2022-12-04 18:00:00,18:00:00,1
139,Xroomz Egypt - Cairo,2022-02-07 02:00:00,02:00:00,3
287,Rawabet Theater - Cairo,2022-12-24 00:00:00,00:00:00,4
813,Flee Egypt - Cairo,2022-07-15 13:00:00,13:00:00,5
22,Mall of Egypt - Cairo,2022-04-30 03:00:00,03:00:00,1
282,Escape Zone Egypt - Cairo,2021-10-08 02:00:00,02:00:00,1
532,Alexandria Zoo,2022-04-14 09:00:00,09:00:00,8
808,St. Paul's Monastery,2022-02-12 13:00:00,13:00:00,5
749,Magic Galaxy,2021-11-04 15:00:00,15:00:00,10
948,"Pane Vino, Alexandria",2023-01-30 18:00:00,18:00:00,9
501,Point 90 Mall - New Cairo,2022-04-12 14:00:00,14:00:00,7
393,Serapium Forest,2021-10-19 00:00:00,00:00:00,2
384,Exit Plan Egypt - Cairo,2022-08-03 12:00:00,12:00:00,6
293,Tahrir Square,2021-09-07 23:00:00,23:00:00,4
145,The Sunken City of Heracleion,2022-04-05 10:00:00,10:00:00,3
783,Nubian Village,2022-07-09 20:00:00,20:00:00,9
523,Sharm El-Naga Beach,2021-11-16 08:00:00,08:00:00,5
45,The Greek Village,2022-10-25 15:00:00,15:00:00,3
610,Ras Mohamed National Park,2022-02-01 05:00:00,05:00:00,1
6,"The Coffee House - Maadi, Cairo",2022-08-13 03:00:00,03:00:00,10
500,Jolly Ville,2021-11-11 04:00:00,04:00:00,10
554,Nubian Village,2021-10-10 17:00:00,17:00:00,5
8,The Time Chamber Egypt - Cairo,2022-03-10 15:00:00,15:00:00,2
946,"The Backyard, Cairo",2021-12-15 11:00:00,11:00:00,4
751,"Rooftop Lounge & Bar, Alexandria",2021-12-10 17:00:00,17:00:00,1
791,Skoop Egypt - Cairo,2022-03-04 06:00:00,06:00:00,8
214,The Sunken City of Heracleion,2022-03-11 20:00:00,20:00:00,1
706,Aladin Park,2022-10-26 17:00:00,17:00:00,1
103,"La Bodega, Alexandria",2022-08-30 17:00:00,17:00:00,7
913,Happy Dolphin,2021-08-12 06:00:00,06:00:00,7
481,Hurghada Beach,2022-06-17 00:00:00,00:00:00,7
23,Al-Manshiya Square,2022-08-15 04:00:00,04:00:00,6
194,Al Kholafaa Al Rashedeen Mosque Park,2022-06-24 08:00:00,08:00:00,6
40,"Left Bank, Alexandria",2021-11-26 21:00:00,21:00:00,9
716,"Eish & Malh - Zamalek, Cairo",2023-01-31 14:00:00,14:00:00,8
460,Le Méridien Pyramids Hotel & Spa - Cairo,2022-07-03 11:00:00,11:00:00,5
507,The Key Egypt - Cairo,2022-07-24 15:00:00,15:00:00,6
913,Mystic Wadi,2022-12-05 14:00:00,14:00:00,7
579,"Sufi - Zamalek, Cairo",2022-06-05 12:00:00,12:00:00,9
923,"El Horreya, Alexandria",2022-09-04 06:00:00,06:00:00,4
571,The Box Egypt - Cairo,2021-09-26 03:00:00,03:00:00,10
208,El Hanager Arts Centre - Cairo,2022-07-03 03:00:00,03:00:00,6
158,El Fayoum Oasis,2022-02-26 14:00:00,14:00:00,6
839,Seoudi Supermarket,2022-10-21 12:00:00,12:00:00,9
773,"The Corner - Mohandeseen, Cairo",2022-04-14 21:00:00,21:00:00,8
504,Al-Orman Garden,2021-12-14 22:00:00,22:00:00,10
230,Giza Plateau,2022-06-08 21:00:00,21:00:00,6
354,Aqua Park,2022-03-29 23:00:00,23:00:00,2
68,Cairo Festival City - Cairo,2022-07-02 06:00:00,06:00:00,8
963,Al Kawther Water Park,2021-11-24 14:00:00,14:00:00,5
238,Seoudi Supermarket,2022-10-01 23:00:00,23:00:00,7
490,Kharga Oasis,2022-10-01 02:00:00,02:00:00,5
363,Enigma Egypt - Cairo,2022-06-18 00:00:00,00:00:00,5
329,Breakout Egypt - Sharm El Sheikh,2022-04-07 13:00:00,13:00:00,10
67,Cairo International Convention Centre - Cairo,2022-03-07 05:00:00,05:00:00,2
191,Blue Bay,2021-07-24 04:00:00,04:00:00,3
720,Dunkin' Donuts - Multiple locations in Cairo,2022-12-02 12:00:00,12:00:00,5
116,Aqua Park Sokhna,2021-11-30 05:00:00,05:00:00,4
18,Al-Orman Garden,2021-10-07 09:00:00,09:00:00,2
190,Miami Park,2022-12-30 11:00:00,11:00:00,7
436,"Tipplers Bar, Cairo",2022-08-16 17:00:00,17:00:00,1
350,Wadi Degla Protectorate,2022-11-14 09:00:00,09:00:00,7
80,Al Madina Park,2022-06-11 19:00:00,19:00:00,9
36,"Amici Bar & Grill, Cairo",2021-08-27 06:00:00,06:00:00,10
233,Almaza City Center,2021-12-30 18:00:00,18:00:00,1
81,El Gouna,2022-07-09 00:00:00,00:00:00,6
835,"Sky Roof Bar & Lounge, Alexandria",2021-10-11 19:00:00,19:00:00,4
85,"Terrace Cafe & Bar, Cairo",2022-10-01 07:00:00,07:00:00,1
342,Enigma Egypt - Cairo,2022-06-14 22:00:00,22:00:00,1
242,Downtown Katameya - New Cairo,2021-12-10 08:00:00,08:00:00,5
423,"Soho Square, Sharm El Sheikh",2021-11-13 03:00:00,03:00:00,6
233,Al Khazan Park,2022-09-06 04:00:00,04:00:00,7
296,Rooms Egypt - Alexandria,2021-10-04 20:00:00,20:00:00,9
141,Arabella Country Club,2023-01-21 08:00:00,08:00:00,1
177,"Livingstone, Cairo",2022-07-02 00:00:00,00:00:00,9
390,Sun Aqua Park,2022-09-18 21:00:00,21:00:00,9
961,Alex Park,2022-07-12 04:00:00,04:00:00,2
959,The Box Egypt - Cairo,2023-01-16 23:00:00,23:00:00,9
558,Breakout Egypt - Alexandria,2022-02-19 10:00:00,10:00:00,1
236,Escape Room Egypt - Heliopolis,2022-11-03 18:00:00,18:00:00,3
344,The Greek Club - Alexandria,2022-10-08 23:00:00,23:00:00,5
623,Escape Zone Egypt - Cairo,2022-03-07 08:00:00,08:00:00,7
952,Dahab Beach,2022-10-21 16:00:00,16:00:00,7
348,"Les Amis, Cairo",2022-10-21 21:00:00,21:00:00,8
419,"Little Buddha, Sharm El Sheikh",2022-09-10 01:00:00,01:00:00,6
957,Saint Catherine's Monastery,2022-01-02 14:00:00,14:00:00,8
283,"La Maison Blanche - Heliopolis, Cairo",2022-10-09 06:00:00,06:00:00,2
707,"La Bodega, Cairo",2022-04-03 18:00:00,18:00:00,5
104,The Marina El Alamein,2021-09-16 00:00:00,00:00:00,1
1000,Tivoli Dome,2021-12-06 12:00:00,12:00:00,2
17,Cairo Contemporary Dance Center - Cairo,2021-08-09 06:00:00,06:00:00,1
547,Fjord Bay,2022-01-19 07:00:00,07:00:00,3
